,id,Name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,season,5Yrs
0,203081,Damian Lillard,82,38.6,19,6.7,15.7,2.3,6.1,3.3,3.9,0.5,2.6,6.5,0.9,0.2,3,2012,1
1,203079,Dion Waiters,61,28.8,14.7,5.5,13.4,1,3.3,2.6,3.5,0.4,2.1,3,1,0.3,2,2012,1
2,203078,Bradley Beal,56,31.2,13.9,5,12.3,1.6,4.2,2.2,2.8,0.8,3,2.4,0.9,0.5,1.6,2012,1
3,203076,Anthony Davis,64,28.8,13.5,5.5,10.6,0,0.1,2.6,3.5,2.6,5.6,1,1.2,1.8,1.4,2012,1
4,203084,Harrison Barnes,81,25.4,9.2,3.4,7.8,0.6,1.8,1.8,2.3,0.7,3.5,1.2,0.6,0.2,1.2,2012,1
5,203077,Michael Kidd-Gilchrist,78,26,9,3.6,7.9,0,0.1,1.8,2.4,1.7,4.2,1.5,0.7,0.9,1.3,2012,1
6,202685,Jonas Valanciunas,62,23.9,8.9,3.3,5.9,0,0,2.4,3,2,4,0.7,0.3,1.3,1.5,2012,1
7,202713,Kyle Singler,82,28,8.8,3.4,7.8,0.9,2.4,1.2,1.5,1.3,2.7,0.9,0.7,0.5,1.2,2012,1
8,203142,Chris Copeland,56,15.4,8.7,3.3,6.8,1.1,2.5,1.1,1.5,0.6,1.5,0.5,0.3,0.2,0.9,2012,0
9,203144,Alexey Shved,77,23.9,8.6,3.1,8.2,1.1,3.7,1.4,1.9,0.5,1.7,3.7,0.7,0.4,1.9,2012,0
10,203090,Maurice Harkless,76,26,8.2,3.4,7.4,0.4,1.5,1,1.7,1.6,2.8,0.7,1.2,0.8,0.9,2012,1
11,203083,Andre Drummond,60,20.7,7.9,3.5,5.7,0,0,1,2.7,2.8,4.8,0.5,1,1.6,1,2012,1
12,203092,Tyler Zeller,77,26.4,7.9,3.2,7.3,0,0.1,1.6,2,2.1,3.6,1.2,0.5,0.9,1.2,2012,1
13,203094,Andrew Nicholson,75,16.7,7.8,3.4,6.5,0,0,1,1.3,0.9,2.5,0.6,0.3,0.4,1.1,2012,0
14,203148,Brian Roberts,78,17,7.1,2.7,6.6,0.8,2,0.9,1,0.2,1,2.8,0.5,0,0.9,2012,0
15,203082,Terrence Ross,73,17,6.4,2.5,6.3,0.9,2.7,0.4,0.6,0.5,1.5,0.7,0.6,0.2,0.7,2012,1
16,203085,Austin Rivers,61,23.2,6.2,2.4,6.4,0.5,1.4,1,1.8,0.3,1.5,2.1,0.4,0.1,1.2,2012,1
17,203098,John Jenkins,61,14.8,6.1,2.1,4.8,0.9,2.3,1,1.1,0.3,1.3,0.9,0.2,0.2,0.7,2012,1
18,203106,Jeffery Taylor,77,19.6,6.1,2.2,5.2,0.7,2,1,1.3,0.7,1.3,0.8,0.6,0.2,0.6,2012,0
19,203089,John Henson,63,13.1,6,2.6,5.3,0,0,0.9,1.7,1.8,2.9,0.5,0.3,0.7,0.7,2012,1
20,203096,Jared Sullinger,45,19.8,6,2.5,5,0,0.1,1,1.4,2,3.8,0.8,0.5,0.5,0.6,2012,0
